Duplicate 1	Duplicate 2	Ka	Ks	Ka/Ks	P-Value
Glyma.02G063000	Glyma.02G063300	0.0307672	0.0331126	0.92917	0.813732
Glyma.02G068400	Glyma.02G068600	NA	0.0113437	0	NA
Glyma.02G077700	Glyma.02G078100	0.672237	1.15618	0.58143	0.000208762
Glyma.02G082800	Glyma.02G083100	0.440131	1.42169	0.309583	0.138862
Glyma.02G083000	Glyma.02G083200	0.044753	0.2286	0.19577	3.43246e-16
Glyma.02G098300	Glyma.02G098500	0.17425	0.497592	0.350186	8.70189e-09
Glyma.02G101500	Glyma.02G101700	0.0345551	0.138383	0.249706	1.28179e-11
Glyma.02G105100	Glyma.02G105300	0.152123	0.422238	0.360278	1.45667e-08
Glyma.02G114400	Glyma.02G114600	0.136788	0.545735	0.25065	8.75345e-19
Glyma.02G117400	Glyma.02G117800	0.051647	0.102627	0.50325	0.179904
Glyma.02G117500	Glyma.02G117700	0.0394117	0.103844	0.379527	0.00304224
Glyma.02G117700	Glyma.02G117900	0.120706	0.209004	0.577532	0.000966419
Glyma.02G117800	Glyma.02G118000	0.0100841	0.0361531	0.278926	0.213793
Glyma.02G118100	Glyma.02G118300	0.0196514	0.091424	0.214948	0.0200949
Glyma.02G118200	Glyma.02G118400	0.0492391	0.100216	0.491328	0.0107864
Glyma.02G124700	Glyma.02G124900	0.167673	0.883131	0.189862	3.36892e-23
Glyma.02G126800	Glyma.02G127000	0.013528	0.050266	0.269128	0.00523507
Glyma.02G126900	Glyma.02G127100	0.0448683	0.083439	0.537738	0.0328376
Glyma.02G127100	Glyma.02G127700	0.696325	4.07551	0.170856	3.76175e-35
Glyma.02G128800	Glyma.02G129700	0.350963	4.07696	0.0860843	3.20376e-45
Glyma.02G130900	Glyma.02G131100	0.276652	0.955886	0.289419	0.011483
Glyma.02G134000	Glyma.02G134200	0.423258	2.49744	0.169477	1.0053e-24
Glyma.02G135900	Glyma.02G136100	0.241022	4.05077	0.0595001	9.46068e-53
Glyma.02G137500	Glyma.02G137700	0.141612	0.213055	0.664674	0.0641343
Glyma.02G141800	Glyma.02G142000	0.0867578	0.0881055	0.984704	0.998951
Glyma.02G141900	Glyma.02G142100	0.0314729	0.0320649	0.981539	0.856713
Glyma.02G154800	Glyma.02G155100	0.164574	0.331435	0.496549	0.0112398
Glyma.02G188900	Glyma.02G189500	0.209678	0.211755	0.990191	1
Glyma.02G199900	Glyma.02G200200	0.247032	0.268773	0.919112	0.883615
Glyma.02G201500	Glyma.02G201900	0.100034	0.204433	0.489326	0.0350232
Glyma.02G210100	Glyma.02G210300	0.258992	0.448666	0.577249	0.0376193
Glyma.02G235000	Glyma.02G235200	0.371951	0.533433	0.697278	0.294404
Glyma.02G242400	Glyma.02G242600	0.18188	0.224946	0.808551	0.510485
Glyma.02G260100	Glyma.02G260300	0.358713	2.89888	0.123742	5.41017e-33
Glyma.02G265300	Glyma.02G265500	0.374767	0.308365	1.21534	0.449354
Glyma.02G268100	Glyma.02G268300	0.427088	0.574244	0.74374	0.0486037
Glyma.02G268200	Glyma.02G268400	0.0162777	0.0803726	0.202528	0.00124676
Glyma.02G268200	Glyma.02G268500	0.0884894	0.405936	0.217989	0.00043292
Glyma.02G292900	Glyma.02G293300	0.0273994	0.0267625	1.0238	0.999748
Glyma.02G298600	Glyma.02G298800	0.371867	1.38573	0.268356	3.40177e-30
Glyma.02G303500	Glyma.02G303700	0.321259	2.28826	0.140394	3.22701e-50
Glyma.03G002700	Glyma.03G002900	0.0896355	0.283017	0.316715	2.34039e-19
Glyma.03G003100	Glyma.03G003300	0.0177136	0.0347343	0.509976	0.0187869
Glyma.03G005600	Glyma.03G005800	0.101621	0.474449	0.214189	5.29768e-21
Glyma.03G010100	Glyma.03G010500	0.0101789	0.0349578	0.291178	0.0454329
Glyma.03G010300	Glyma.03G010600	0.219739	3.58454	0.0613018	1.54701e-33
Glyma.03G011500	Glyma.03G012400	0.291249	0.504808	0.57695	0.104137
Glyma.03G011600	Glyma.03G012400	NA	0.00732955	-6.05889e-13	NA
Glyma.03G012000	Glyma.03G012200	0.129644	0.0454056	2.85524	0.0707283
Glyma.03G013000	Glyma.03G013200	0.0132971	0.123014	0.108095	1.91159e-14
Glyma.03G014300	Glyma.03G014500	0.30212	1.67608	0.180254	3.34074e-20
Glyma.03G014700	Glyma.03G014900	0.681667	4.18422	0.162914	4.6825e-46
Glyma.03G015900	Glyma.03G016100	0.500852	1.95087	0.256733	9.49209e-10
Glyma.03G016000	Glyma.03G016200	0.165755	0.395823	0.418761	0.000222022
Glyma.03G016100	Glyma.03G016300	0.0746333	0.236648	0.315376	0.00026393
Glyma.03G017900	Glyma.03G018100	NA	0.00451202	0	NA
Glyma.03G018000	Glyma.03G018200	0.0153583	0.0308177	0.49836	0.167642
Glyma.03G024300	Glyma.03G024500	0.0319854	0.024978	1.28054	0.798117
Glyma.03G025000	Glyma.03G025200	0.0435255	0.0334257	1.30216	0.663575
Glyma.03G026100	Glyma.03G026300	0.077066	0.0578039	1.33323	0.642036
Glyma.03G026200	Glyma.03G026500	0.135005	0.114861	1.17537	0.553363
Glyma.03G026400	Glyma.03G026900	0.0466173	0.0826552	0.563998	0.115388
Glyma.03G026800	Glyma.03G027200	0.371856	1.60154	0.232187	3.08167e-43
Glyma.03G028900	Glyma.03G029200	0.441866	4.32094	0.102261	5.52126e-52
Glyma.03G029200	Glyma.03G029400	0.101461	1.12948	0.0898297	1.97067e-38
Glyma.03G029900	Glyma.03G030100	0.130384	0.237192	0.549701	0.00261088
Glyma.03G030100	Glyma.03G030300	0.195531	0.457965	0.426956	1.01328e-06
Glyma.03G030600	Glyma.03G030800	0.0125298	0.0291631	0.429646	0.042552
Glyma.03G031000	Glyma.03G031200	0.0916685	0.113977	0.804271	0.43315
Glyma.03G031000	Glyma.03G031300	0.40821	0.405555	1.00655	0.90891
Glyma.03G031200	Glyma.03G031400	0.151409	0.476554	0.317715	1.35122e-07
Glyma.03G036900	Glyma.03G037200	0.0669441	0.472316	0.141736	1.9088e-06
Glyma.03G038800	Glyma.03G039100	0.0812383	0.21639	0.375425	0.0074205
Glyma.03G038800	Glyma.03G039200	0.0689348	0.0963163	0.715713	0.0198859
Glyma.03G039300	Glyma.03G039500	0.0537026	0.0527864	1.01736	0.918132
Glyma.03G040000	Glyma.03G040400	0.383647	3.85274	0.0995778	3.74203e-13
Glyma.03G040100	Glyma.03G040300	0.266831	0.492928	0.54132	0.0167455
Glyma.03G041900	Glyma.03G042300	0.231486	0.529512	0.437168	0.000238391
Glyma.03G043000	Glyma.03G043200	0.0815909	0.136417	0.598101	0.00013527
Glyma.03G043100	Glyma.03G043700	0.0466823	0.0773414	0.603587	0.239492
Glyma.03G043500	Glyma.03G043900	0.0774724	0.136406	0.567953	3.47385e-05
Glyma.03G043600	Glyma.03G044000	0.0307362	0.0470449	0.653337	0.0385719
Glyma.03G043700	Glyma.03G044100	0.0548523	0.090585	0.605534	0.179951
Glyma.03G044500	Glyma.03G044900	0.291819	1.47069	0.198423	1.30876e-14
Glyma.03G044900	Glyma.03G045600	0.273279	1.0306	0.265165	1.62499e-09
Glyma.03G045800	Glyma.03G046000	0.286443	1.82232	0.157186	8.57677e-12
Glyma.03G046500	Glyma.03G047000	0.0442145	0.0345263	1.2806	0.284319
Glyma.03G046600	Glyma.03G047000	0.0580459	0.0670289	0.865983	0.515078
Glyma.03G047400	Glyma.03G047900	0.379226	1.61785	0.234402	4.4734e-12
Glyma.03G047500	Glyma.03G047900	0.0617973	0.111741	0.553042	0.0037753
Glyma.03G047700	Glyma.03G047900	0.315982	0.839047	0.376597	1.2827e-18
Glyma.03G048700	Glyma.03G048900	0.0984386	0.168977	0.582555	0.110238
Glyma.03G049600	Glyma.03G049800	0.385693	4.14565	0.0930356	3.66683e-54
Glyma.03G050500	Glyma.03G050700	0.508488	4.53931	0.112019	3.41432e-16
Glyma.03G052800	Glyma.03G053100	0.0122611	0.0196527	0.623887	0.20797
Glyma.03G053100	Glyma.03G053600	0.0192711	0.0404847	0.476009	0.109231
Glyma.03G053200	Glyma.03G053500	0.173657	0.0451825	3.84346	0.000502398
Glyma.03G053300	Glyma.03G053500	0.0678706	0.126649	0.535894	0.185652
Glyma.03G053800	Glyma.03G054000	0.117569	0.165158	0.711854	0.115983
Glyma.03G053900	Glyma.03G054100	0.109316	0.230497	0.474262	7.96524e-06
Glyma.03G054000	Glyma.03G054400	0.250349	0.435676	0.574622	0.00166771
Glyma.03G054100	Glyma.03G054600	0.231144	0.117655	1.96459	0.00149579
Glyma.03G054300	Glyma.03G054500	0.0259868	0.0621194	0.418337	0.046937
Glyma.03G054800	Glyma.03G055300	0.140691	0.257936	0.54545	2.67851e-06
Glyma.03G058300	Glyma.03G058500	0.0637353	0.225679	0.282416	1.90468e-10
Glyma.03G061600	Glyma.03G062000	0.074588	0.146971	0.507503	0.0374937
Glyma.03G061600	Glyma.03G062400	0.135174	0.39371	0.343335	4.792e-07
Glyma.03G061700	Glyma.03G062100	0.0117008	0.0116693	1.0027	0.587748
Glyma.03G061900	Glyma.03G062100	0.0330688	0.0902106	0.366573	0.0203959
Glyma.03G062100	Glyma.03G062300	0.00659542	NA	NA	NA
Glyma.03G062500	Glyma.03G062800	0.0327534	0.0473341	0.691962	0.247833
Glyma.03G062800	Glyma.03G063000	0.0172894	0.0507666	0.340567	0.00236484
Glyma.03G063600	Glyma.03G063900	0.0597514	0.259434	0.230315	3.10768e-15
Glyma.03G068600	Glyma.03G069300	0.0846961	0.169598	0.499394	4.27502e-05
Glyma.03G075700	Glyma.03G075900	0.0709235	0.503993	0.140723	1.25399e-23
Glyma.03G077400	Glyma.03G077700	0.131713	0.213211	0.617762	0.0565336
Glyma.03G077600	Glyma.03G077800	NA	NA	NA	NA
Glyma.03G084400	Glyma.03G084600	0.129345	0.269426	0.480074	0.000561694
Glyma.03G085100	Glyma.03G085500	0.0662882	0.200921	0.329922	1.02632e-08
Glyma.03G087500	Glyma.03G087700	0.199208	0.548692	0.363059	3.1807e-07
Glyma.03G095600	Glyma.03G095900	NA	0.0051541	0	NA
Glyma.03G097600	Glyma.03G098500	0.179998	0.496118	0.362814	0.000532873
Glyma.03G101800	Glyma.03G102000	0.205037	0.957018	0.214246	5.5033e-09
Glyma.03G103700	Glyma.03G104100	0.204756	0.427279	0.479209	0.0591238
Glyma.03G104100	Glyma.03G104300	0.255265	1.89289	0.134855	6.49529e-08
Glyma.03G104500	Glyma.03G104700	0.139313	0.335079	0.415764	1.73391e-08
Glyma.03G106000	Glyma.03G106200	0.257717	1.12297	0.229496	9.17946e-18
Glyma.03G110500	Glyma.03G111000	0.0403059	0.0309042	1.30422	0.430778
Glyma.03G112400	Glyma.03G112600	0.481978	2.41227	0.199803	3.74235e-06
Glyma.03G114800	Glyma.03G115200	0.347821	1.78519	0.194837	4.35354e-22
Glyma.03G114900	Glyma.03G115100	0.287626	0.959789	0.299676	5.94913e-13
Glyma.03G118200	Glyma.03G118400	0.0794859	0.20187	0.393747	9.25254e-21
Glyma.03G121300	Glyma.03G121500	0.08549	0.293184	0.291591	3.28655e-15
Glyma.03G121300	Glyma.03G121600	0.0706096	0.443034	0.159377	1.03383e-07
Glyma.03G122500	Glyma.03G122900	0.127128	0.552686	0.230018	3.53352e-29
Glyma.03G123600	Glyma.03G123800	0.12305	0.338191	0.363848	3.09403e-09
Glyma.03G123800	Glyma.03G124000	0.232785	0.413788	0.56257	0.000823517
Glyma.03G124000	Glyma.03G124200	0.068756	0.0838186	0.820296	0.568651
Glyma.03G124100	Glyma.03G124300	0.0575548	0.125998	0.45679	0.107512
Glyma.03G125200	Glyma.03G125400	0.330721	2.03687	0.162367	1.45111e-44
Glyma.03G127600	Glyma.03G128200	0.0863431	0.0934603	0.923847	0.775616
Glyma.03G130400	Glyma.03G130600	0.0515664	0.175282	0.294191	2.25499e-05
Glyma.03G132700	Glyma.03G132900	0.108088	0.416099	0.259766	7.69411e-13
Glyma.03G135900	Glyma.03G136400	0.309937	0.438641	0.706586	0.0400187
Glyma.03G150100	Glyma.03G150400	0.656055	0.706561	0.928518	0.820684
Glyma.03G154500	Glyma.03G154700	0.367703	2.02762	0.181347	9.413e-17
Glyma.03G162500	Glyma.03G162700	0.41942	1.12278	0.373554	2.52837e-07
Glyma.03G166100	Glyma.03G166300	0.564748	2.01514	0.280253	2.21887e-07
Glyma.03G171500	Glyma.03G171700	0.404119	2.06978	0.195247	2.64104e-37
Glyma.03G173100	Glyma.03G173300	0.196556	1.18674	0.165628	2.17746e-12
Glyma.03G175400	Glyma.03G175600	0.0697311	0.373565	0.186664	9.23939e-15
Glyma.03G187100	Glyma.03G187300	0.245807	0.47363	0.518986	0.000372848
Glyma.03G187500	Glyma.03G187700	0.236966	0.969655	0.244382	5.60296e-22
Glyma.03G192500	Glyma.03G192700	0.110015	0.424814	0.258973	1.10039e-22
Glyma.03G199100	Glyma.03G199300	0.207364	0.956548	0.216784	1.0598e-14
Glyma.03G221100	Glyma.03G221300	0.0482041	0.124501	0.387179	1.19634e-05
Glyma.03G221700	Glyma.03G221900	0.40955	2.31801	0.176682	2.15693e-19
Glyma.03G231400	Glyma.03G231600	0.0418434	0.0365896	1.14359	0.995027
Glyma.03G241000	Glyma.03G241200	0.211901	0.715973	0.295962	2.83951e-05
Glyma.03G241100	Glyma.03G241300	NA	0.300379	-3.69607e-15	NA
Glyma.03G241200	Glyma.03G241500	0.200964	1.01407	0.198175	6.31317e-07
Glyma.03G243800	Glyma.03G244500	0.0291718	0.134677	0.216606	4.94719e-15
Glyma.03G244400	Glyma.03G244600	0.192346	0.56569	0.34002	1.24502e-14
Glyma.03G252500	Glyma.03G252700	0.186045	4.10174	0.0453575	1.17923e-74
Glyma.04G006300	Glyma.04G006700	0.258679	3.01648	0.0857552	4.64976e-20
Glyma.04G011200	Glyma.04G011400	0.240187	1.28563	0.186824	3.16327e-18
Glyma.04G011300	Glyma.04G011600	0.0978718	0.136891	0.714961	0.309596
Glyma.04G011400	Glyma.04G011800	0.0703431	0.0571754	1.23031	0.537628
Glyma.04G022200	Glyma.04G022500	0.234468	0.839624	0.279253	4.45029e-17
Glyma.04G031300	Glyma.04G031700	0.359066	2.9894	0.120113	3.05057e-10
Glyma.04G068300	Glyma.04G069000	0.22168	0.415674	0.533301	0.0133711
Glyma.04G081400	Glyma.04G081600	0.112852	0.196697	0.573735	0.0179447
Glyma.04G082300	Glyma.04G082500	0.114869	0.324426	0.354067	1.63107e-05
Glyma.04G088900	Glyma.04G089200	0.0379032	0.0353814	1.07128	0.828211
Glyma.04G097700	Glyma.04G097900	0.332176	1.75938	0.188802	4.43778e-35
Glyma.04G101100	Glyma.04G101300	0.0721871	0.179059	0.403148	0.00181799
Glyma.04G105500	Glyma.04G105900	0.0760657	0.0565545	1.345	0.464916
Glyma.04G105700	Glyma.04G106000	0.165543	0.446171	0.371029	0.0216429
Glyma.04G109000	Glyma.04G109200	0.181588	0.466568	0.3892	0.000125646
Glyma.04G109200	Glyma.04G109400	0.267707	1.01335	0.264179	2.54288e-09
Glyma.04G109400	Glyma.04G109800	0.0583668	0.0665	0.877696	0.537681
Glyma.04G116100	Glyma.04G116300	0.0627193	0.130899	0.479144	0.000167115
Glyma.04G118000	Glyma.04G118300	NA	NA	NA	NA
Glyma.04G118100	Glyma.04G118400	0.0076815	0.0196001	0.391912	0.113979
Glyma.04G122200	Glyma.04G122400	0.263075	0.64433	0.408292	1.89839e-10
Glyma.04G129700	Glyma.04G129900	0.127543	0.228039	0.559305	0.0885039
Glyma.04G136300	Glyma.04G136600	0.110502	0.140591	0.785981	0.451314
Glyma.04G154300	Glyma.04G154500	0.122728	0.172671	0.710763	0.137978
Glyma.04G178000	Glyma.04G178200	0.00659508	0.0331437	0.198985	0.0200647
Glyma.04G201700	Glyma.04G201900	0.0579427	0.127942	0.452883	0.048365
Glyma.04G216400	Glyma.04G216600	0.207206	0.262822	0.788389	0.41707
Glyma.04G217600	Glyma.04G217800	0.47362	5.06444	0.0935186	1.59405e-05
Glyma.04G226500	Glyma.04G226900	0.110197	0.597957	0.18429	2.29041e-10
Glyma.04G230300	Glyma.04G230500	0.0888098	0.200641	0.442631	1.60497e-08
Glyma.04G250700	Glyma.04G250900	0.161321	0.370077	0.435913	9.07741e-07
Glyma.05G016600	Glyma.05G016800	0.00593089	0.0456755	0.129848	0.0123477
Glyma.05G030300	Glyma.05G030600	0.55981	4.47756	0.125026	1.15231e-53
Glyma.05G044500	Glyma.05G044900	0.0167921	0.0665249	0.252419	0.000144623
Glyma.05G046000	Glyma.05G046200	0.0606343	0.0962148	0.630196	0.169085
Glyma.05G046100	Glyma.05G046300	NA	0.00589171	-1.88438e-13	NA
Glyma.05G046700	Glyma.05G046900	0.0297563	0.209795	0.141835	7.02986e-16
Glyma.05G052200	Glyma.05G052500	0.0374956	0.0389742	0.962062	0.725704
Glyma.05G052400	Glyma.05G052600	NA	0.0095537	0	NA
Glyma.05G057000	Glyma.05G057200	0.325292	3.42243	0.0950471	5.34006e-19
Glyma.05G057100	Glyma.05G057400	0.0831339	0.417459	0.199142	7.80716e-08
Glyma.05G065100	Glyma.05G065700	0.233274	0.486049	0.47994	0.0280359
Glyma.05G065300	Glyma.05G065700	0.188906	0.37123	0.508865	0.000760261
Glyma.05G065300	Glyma.05G065800	0.258003	0.403994	0.638629	0.0431284
Glyma.05G067100	Glyma.05G067300	0.130206	1.11575	0.116699	9.82478e-25
Glyma.05G069400	Glyma.05G069700	0.316326	0.764055	0.414009	1.04566e-07
Glyma.05G071200	Glyma.05G071500	0.0137659	0.010508	1.31004	0.760894
Glyma.05G071400	Glyma.05G071600	0.257487	0.434359	0.592798	0.0015253
Glyma.05G071400	Glyma.05G071700	0.0214793	0.0162371	1.32285	0.616349
Glyma.05G071500	Glyma.05G071800	0.182941	0.199007	0.919269	0.991174
Glyma.05G072800	Glyma.05G073000	NA	NA	NA	NA
Glyma.05G076400	Glyma.05G076600	0.147183	0.28527	0.515944	8.8339e-05
Glyma.05G078900	Glyma.05G079500	0.0141109	0.0677992	0.208128	6.62689e-08
Glyma.05G082200	Glyma.05G082400	0.18063	0.432406	0.417732	5.53703e-12
Glyma.05G093600	Glyma.05G093800	0.0107136	0.0296998	0.360728	0.26007
Glyma.05G104200	Glyma.05G104600	0.129259	4.15196	0.031132	9.10629e-117
Glyma.05G126900	Glyma.05G127100	0.0713728	0.202553	0.352365	0.0552496
Glyma.05G128500	Glyma.05G128800	0.130365	0.174246	0.74817	0.345815
Glyma.05G161300	Glyma.05G161500	0.138435	0.309547	0.44722	0.000690487
Glyma.05G165600	Glyma.05G165800	0.880439	4.76732	0.184682	1.91165e-50
Glyma.05G172200	Glyma.05G172600	0.0686347	0.558232	0.12295	2.01028e-16
Glyma.05G204600	Glyma.05G204800	0.0621567	0.137846	0.450914	0.0124258
Glyma.05G213800	Glyma.05G214100	0.0180054	0.0848275	0.212259	0.000337516
Glyma.05G216900	Glyma.05G217200	0.108556	0.153431	0.707525	0.270392
Glyma.05G219400	Glyma.05G219600	0.0114126	0.17625	0.0647526	2.88904e-32
Glyma.05G223900	Glyma.05G224100	0.203103	0.906268	0.224109	0.00435963
Glyma.06G011100	Glyma.06G011300	0.246995	1.09731	0.22509	1.39592e-17
Glyma.06G011400	Glyma.06G011600	0.188969	0.315478	0.598992	0.0376915
Glyma.06G031400	Glyma.06G031800	0.355987	2.93853	0.121145	2.96373e-13
Glyma.06G056700	Glyma.06G056900	0.0263406	0.100877	0.261116	5.53281e-07
Glyma.06G059200	Glyma.06G059400	0.0672319	0.000233719	287.661	0.00481753
Glyma.06G076100	Glyma.06G076300	0.200963	0.352473	0.57015	0.152441
Glyma.06G077300	Glyma.06G077600	0.267492	4.63898	0.0576618	4.75462e-133
Glyma.06G085200	Glyma.06G085400	0.250127	3.41993	0.0731382	2.98343e-25
Glyma.06G085300	Glyma.06G085500	0.219662	1.32557	0.165712	2.62955e-16
Glyma.06G096200	Glyma.06G096600	0.842879	4.03798	0.208738	5.6775e-14
Glyma.06G102800	Glyma.06G103000	0.0904409	0.19319	0.468145	0.000409565
Glyma.06G120800	Glyma.06G121000	0.296185	1.07873	0.274569	3.0548e-12
Glyma.06G121900	Glyma.06G122100	0.180565	0.242545	0.744463	0.417803
Glyma.06G138400	Glyma.06G138600	NA	0.0592522	0	NA
Glyma.06G173800	Glyma.06G174000	0.0424411	0.0693913	0.61162	0.000823299
Glyma.06G176000	Glyma.06G176200	0.351405	1.64623	0.213461	9.29239e-11
Glyma.06G177000	Glyma.06G177200	0.220349	0.350055	0.629468	0.0810221
Glyma.06G198800	Glyma.06G199400	NA	NA	NA	NA
Glyma.06G200200	Glyma.06G200800	0.242368	0.231904	1.04512	0.801742
Glyma.06G200400	Glyma.06G200600	0.0674404	0.101668	0.66334	0.0987851
Glyma.06G202900	Glyma.06G203100	0.159618	0.245999	0.648858	0.0504998
Glyma.06G219200	Glyma.06G219400	0.0122585	0.0812215	0.150927	9.97919e-06
Glyma.06G224300	Glyma.06G224700	0.0637014	0.116744	0.54565	0.0257704
Glyma.06G226100	Glyma.06G226300	0.00415832	0.0138605	0.300011	0.145972
Glyma.06G232600	Glyma.06G232800	0.216873	0.270697	0.801166	0.295557
Glyma.06G233800	Glyma.06G234200	0.044011	0.102901	0.427703	0.0230137
Glyma.06G234300	Glyma.06G234500	0.244852	0.504174	0.48565	6.31864e-05
Glyma.06G235500	Glyma.06G235900	0.0768364	0.404613	0.189901	5.53652e-20
Glyma.06G236900	Glyma.06G237800	0.00800417	0.0146655	0.545783	0.384036
Glyma.06G237400	Glyma.06G237600	0.438465	0.534833	0.819816	0.280337
Glyma.06G237600	Glyma.06G237900	0.462873	0.903693	0.512201	0.00183709
