Duplicate 1	Duplicate 2	Ka	Ks	Ka/Ks	P-Value
Glyma.01G006700	Glyma.10G088000	0.532937	2.67142	0.199496	1.37747e-44
Glyma.01G006800	Glyma.16G083600	0.0610496	0.148042	0.41238	0.00511852
Glyma.01G007000	Glyma.07G014800	0.286591	2.7809	0.103057	1.51805e-49
Glyma.01G007100	Glyma.16G198700	0.386224	4.18069	0.0923829	2.64519e-43
Glyma.01G007300	Glyma.07G124500	0.0685064	0.138174	0.4958	0.000345436
Glyma.01G007400	Glyma.16G079000	0.0410342	0.0872289	0.47042	9.25318e-05
Glyma.01G007500	Glyma.16G078900	0.0405392	0.124991	0.324337	1.36969e-12
Glyma.01G007800	Glyma.11G083600	0.329702	4.62288	0.0713195	1.44736e-152
Glyma.01G008000	Glyma.06G133300	0.563859	3.16895	0.177933	2.18081e-08
Glyma.01G008100	Glyma.01G164900	0.672711	2.47165	0.272171	4.28681e-12
Glyma.01G008200	Glyma.19G016400	0.39594	5.07241	0.0780575	1.58366e-160
Glyma.01G008300	Glyma.07G015600	0.62202	3.38366	0.183831	1.62687e-12
Glyma.01G008400	Glyma.05G062400	0.487113	4.01367	0.121363	1.03408e-28
Glyma.01G008500	Glyma.06G087800	0.104602	2.44694	0.0427483	2.21091e-133
Glyma.01G008700	Glyma.05G035900	0.852776	4.63945	0.18381	5.88207e-61
Glyma.01G008900	Glyma.02G178200	0.0938908	0.101109	0.928606	0.860211
Glyma.01G009000	Glyma.15G019100	0.353434	3.3626	0.105107	2.05113e-20
Glyma.01G009100	Glyma.18G099300	0.00373055	0.00703747	0.530098	0.282908
Glyma.01G009200	Glyma.06G087300	0.414442	2.48597	0.166712	4.36406e-14
Glyma.01G009300	Glyma.16G213300	0.404747	4.70621	0.0860027	8.30081e-94
Glyma.01G009400	Glyma.04G084300	0.264312	2.42681	0.108913	1.15699e-120
Glyma.01G009500	Glyma.09G211600	0.260655	3.63105	0.0717849	7.98054e-30
Glyma.01G009600	Glyma.15G263700	0.517525	3.73263	0.138649	1.30507e-43
Glyma.01G009700	Glyma.16G103000	0.235148	0.785739	0.29927	1.17644e-23
Glyma.01G009900	Glyma.16G095100	0.131004	0.632793	0.207025	2.05619e-26
Glyma.01G010000	Glyma.14G223200	0.521497	4.53189	0.115073	3.73133e-47
Glyma.01G010100	Glyma.02G271300	0.283482	4.67962	0.060578	4.70038e-132
Glyma.01G010200	Glyma.19G051200	0.910204	3.94757	0.230574	6.64432e-38
Glyma.01G010300	Glyma.13G185100	0.217002	3.89036	0.0557794	9.17887e-53
Glyma.01G010400	Glyma.07G010500	0.60005	4.34073	0.138237	3.69259e-57
Glyma.01G010500	Glyma.09G210600	0.0364977	0.105644	0.345479	8.37952e-10
Glyma.01G010700	Glyma.09G210400	0.0213912	0.10303	0.207621	3.29632e-16
Glyma.01G010900	Glyma.05G137300	0.735058	2.4567	0.299205	1.4022e-06
Glyma.01G011200	Glyma.07G106100	0.273806	4.75683	0.0575606	1.92195e-176
Glyma.01G011300	Glyma.19G202500	0.549525	4.45019	0.123483	4.59135e-55
Glyma.01G011500	Glyma.01G012800	0.214229	0.358197	0.598076	0.000391126
Glyma.01G011600	Glyma.01G012800	0.026263	0.0158306	1.659	0.333758
Glyma.01G011700	Glyma.09G209700	0.02482	0.111034	0.223535	2.35742e-09
Glyma.01G011800	Glyma.01G011500	0.0229107	0.0233631	0.980637	0.985008
Glyma.01G011900	Glyma.09G265800	0.399045	1.69123	0.23595	5.931e-34
Glyma.01G012000	Glyma.09G265700	0.659663	1.86641	0.35344	5.41894e-32
Glyma.01G012100	Glyma.01G013200	0.137709	0.398174	0.345851	2.65841e-08
Glyma.01G012200	Glyma.01G013200	0.197665	0.375756	0.526046	5.58262e-05
Glyma.01G012400	Glyma.05G247700	0.403235	4.1595	0.0969433	1.61957e-66
Glyma.01G012700	Glyma.09G149500	NA	NA	NA	NA
Glyma.01G012800	Glyma.09G209400	0.0945606	0.193465	0.488774	0.000180341
Glyma.01G012900	Glyma.05G065600	0.0914494	0.190093	0.481077	0.000994152
Glyma.01G013000	Glyma.01G011900	NA	0.0146519	0	NA
Glyma.01G013100	Glyma.09G265700	0.702034	1.81409	0.386989	4.98979e-28
Glyma.01G013200	Glyma.15G152700	0.384254	0.88397	0.434692	3.01244e-07
Glyma.01G013400	Glyma.17G150500	0.34172	1.12415	0.30398	3.81786e-07
Glyma.01G013500	Glyma.18G237900	0.00970996	0.00956921	1.01471	0.989718
Glyma.01G013600	Glyma.08G265600	0.0982166	0.588316	0.166945	2.5822e-25
Glyma.01G013800	Glyma.20G024300	0.0294926	0.449201	0.0656556	2.67831e-08
Glyma.01G013900	Glyma.05G138700	0.386465	4.03037	0.0958883	4.09278e-58
Glyma.01G014000	Glyma.11G010400	0.127767	4.93865	0.0258709	1.2843e-253
Glyma.01G014100	Glyma.13G155600	0.286032	2.17304	0.131628	2.34706e-34
Glyma.01G014300	Glyma.14G201900	0.0135808	0.122045	0.111277	0.00512577
Glyma.01G014400	Glyma.04G058600	0.58585	3.95271	0.148215	3.69435e-24
Glyma.01G014600	Glyma.16G217800	0.396093	4.60827	0.0859527	6.5001e-92
Glyma.01G014700	Glyma.09G283600	0.386413	4.37305	0.0883623	1.23129e-64
Glyma.01G014800	Glyma.11G213700	0.533733	4.06379	0.131339	3.29021e-35
Glyma.01G014900	Glyma.07G152600	0.206012	0.38103	0.540672	0.00380911
Glyma.01G015000	Glyma.17G089400	0.706834	4.01609	0.176	4.09719e-26
Glyma.01G015100	Glyma.09G008100	0.534916	1.8002	0.297143	2.54073e-17
Glyma.01G015200	Glyma.09G207200	0.150052	0.258772	0.579862	0.0016331
Glyma.01G015300	Glyma.09G207100	0.0589513	0.116552	0.505794	0.0602144
Glyma.01G015500	Glyma.12G017300	0.319198	1.98056	0.161165	2.60371e-22
Glyma.01G015600	Glyma.16G045900	0.282697	2.51385	0.112456	1.13115e-35
Glyma.01G015800	Glyma.07G105700	0.465442	4.09061	0.113783	1.81067e-47
Glyma.01G015900	Glyma.01G233000	0.393591	4.23432	0.0929526	6.60197e-52
Glyma.01G016100	Glyma.13G034900	0.840617	4.54252	0.185055	2.50279e-36
Glyma.01G016500	Glyma.13G063700	0.403766	5.10001	0.0791695	8.99461e-150
Glyma.01G016600	Glyma.16G092100	0.166423	0.813139	0.204667	4.71367e-20
Glyma.01G016700	Glyma.16G092200	0.196816	2.24151	0.0878054	1.08589e-47
Glyma.01G016800	Glyma.20G175400	0.278356	1.8866	0.147543	3.87501e-33
Glyma.01G017000	Glyma.07G030500	0.662148	3.87273	0.170977	5.00216e-24
Glyma.01G017100	Glyma.12G167900	0.346187	0.927523	0.373238	3.90961e-06
Glyma.01G017200	Glyma.02G210700	0.692157	3.88369	0.178221	4.16582e-22
Glyma.01G017300	Glyma.06G310600	0.389457	3.11857	0.124883	1.02902e-19
Glyma.01G017400	Glyma.10G082600	0.744951	2.01086	0.370464	1.66278e-08
Glyma.01G017500	Glyma.13G091000	0.462326	3.46631	0.133377	2.27052e-29
Glyma.01G017600	Glyma.01G095700	0.0982556	0.488824	0.201004	8.90534e-07
Glyma.01G017700	Glyma.11G008900	0.155298	2.20661	0.0703787	1.04304e-39
Glyma.01G017900	Glyma.12G015700	0.402632	3.40579	0.11822	8.78194e-25
Glyma.01G018300	Glyma.17G074200	0.782069	4.52765	0.172732	8.42022e-39
Glyma.01G018400	Glyma.17G209000	0.279069	3.81117	0.0732238	1.37009e-50
Glyma.01G018500	Glyma.07G112800	0.353425	4.43928	0.0796131	9.82046e-12
Glyma.01G018700	Glyma.08G272100	0.191262	1.11063	0.17221	1.96432e-19
Glyma.01G018800	Glyma.17G229900	0.319418	3.41077	0.0936497	0
Glyma.01G019000	Glyma.07G199200	0.753472	2.20326	0.34198	2.79043e-09
Glyma.01G019100	Glyma.05G127800	0.664648	4.47149	0.148641	6.82983e-69
Glyma.01G019200	Glyma.04G089700	0.0872343	4.49248	0.0194179	2.64102e-205
Glyma.01G019400	Glyma.04G089900	0.201753	4.08869	0.0493442	3.96505e-63
Glyma.01G019500	Glyma.18G153800	0.1719	0.609619	0.28198	2.59641e-06
Glyma.01G019700	Glyma.06G092000	0.312831	1.40639	0.222436	1.98236e-25
Glyma.01G019800	Glyma.20G237900	1.00055	4.59614	0.217693	1.46826e-20
Glyma.01G019900	Glyma.09G020900	0.483114	4.18508	0.115437	2.06244e-32
Glyma.01G020000	Glyma.05G247100	0.458108	4.60542	0.0994715	5.91528e-83
Glyma.01G020100	Glyma.05G144400	0.685615	4.75151	0.144294	1.09259e-71
Glyma.01G020300	Glyma.18G010200	0.86697	4.55376	0.190385	3.5643e-38
Glyma.01G020500	Glyma.15G059600	0.253442	3.70547	0.0683967	6.54847e-39
Glyma.01G020600	Glyma.09G201500	0.0262149	0.144154	0.181853	6.77842e-08
Glyma.01G020700	Glyma.09G201400	0.0448304	0.111352	0.402602	0.0027265
Glyma.01G020800	Glyma.06G092900	0.317652	4.49844	0.0706138	1.46036e-89
Glyma.01G020900	Glyma.05G187700	0.265199	2.35521	0.112601	1.90784e-49
Glyma.01G021000	Glyma.18G177000	0.12831	0.832947	0.154044	1.69368e-33
Glyma.01G021100	Glyma.18G150800	0.379229	1.74773	0.216984	4.58437e-24
Glyma.01G021200	Glyma.15G252800	0.591773	4.79462	0.123424	2.2098e-98
Glyma.01G021300	Glyma.13G256200	0.222744	4.54223	0.0490385	9.41876e-51
Glyma.01G021400	Glyma.07G182400	0.618589	1.70275	0.363288	7.1255e-15
Glyma.01G021700	Glyma.01G022300	0.250933	1.63206	0.153753	1.11455e-30
Glyma.01G021800	Glyma.07G133600	0.0361389	0.0720134	0.501835	0.042365
Glyma.01G021900	Glyma.04G109000	0.49002	3.48596	0.14057	6.74281e-23
Glyma.01G022000	Glyma.09G181300	0.618159	3.2689	0.189103	1.04375e-12
Glyma.01G022100	Glyma.13G286000	NA	0.536309	6.03025e-12	NA
Glyma.01G022200	Glyma.03G154200	0.14379	0.58012	0.247862	1.81937e-06
Glyma.01G022300	Glyma.04G109400	0.473062	4.22304	0.112019	9.34526e-46
Glyma.01G022400	Glyma.13G212600	0.411174	4.24254	0.0969168	1.75712e-74
Glyma.01G022500	Glyma.13G096900	0.422539	4.30948	0.0980487	1.99627e-45
Glyma.01G022600	Glyma.03G008800	0.784861	4.67782	0.167783	2.12878e-36
Glyma.01G022700	Glyma.12G085600	0.384349	4.71077	0.0815894	2.00234e-87
Glyma.01G023100	Glyma.13G256600	0.659722	1.37593	0.479475	4.75143e-15
Glyma.01G023200	Glyma.06G096100	0.294128	4.58696	0.0641227	1.16172e-87
Glyma.01G023300	Glyma.06G095900	0.193154	3.05912	0.0631405	3.58043e-89
Glyma.01G023500	Glyma.06G095700	0.334267	1.48801	0.22464	1.53322e-18
Glyma.01G023600	Glyma.09G200800	0.732707	4.60556	0.159092	4.68186e-73
Glyma.01G023700	Glyma.13G116800	0.986677	4.33319	0.227702	1.65072e-20
Glyma.01G023800	Glyma.02G041200	0.0559393	0.225047	0.248567	3.80648e-08
Glyma.01G023900	Glyma.04G091700	0.479407	3.04885	0.157242	5.45596e-61
Glyma.01G024000	Glyma.04G092100	0.115715	2.29382	0.0504463	2.16817e-60
Glyma.01G024100	Glyma.18G099300	0.00161847	0.00729132	0.221972	0.0785849
Glyma.01G024200	Glyma.09G212800	0.25354	0.34144	0.742562	0.311145
Glyma.01G024300	Glyma.14G205900	0.386773	0.856754	0.45144	0.00182091
Glyma.01G024500	Glyma.14G205900	0.226382	0.606252	0.373413	2.81196e-06
Glyma.01G024600	Glyma.07G060700	0.61547	3.63138	0.169486	8.0809e-16
Glyma.01G024800	Glyma.01G005400	0.490211	4.32339	0.113386	1.6269e-43
Glyma.01G025000	Glyma.08G281200	0.32502	3.7277	0.0871904	1.15308e-36
Glyma.01G025200	Glyma.04G097900	0.209621	2.07668	0.100941	1.0737e-74
Glyma.01G025300	Glyma.17G004500	0.465068	4.4697	0.104049	6.2314e-60
Glyma.01G025400	Glyma.02G067600	0.753565	3.88485	0.193975	6.06496e-13
Glyma.01G025500	Glyma.16G017500	0.498895	4.09044	0.121966	1.33441e-38
Glyma.01G025600	Glyma.05G041400	0.349695	1.61623	0.216365	2.44843e-35
Glyma.01G025800	Glyma.11G137200	0.110602	0.720601	0.153485	2.22729e-10
Glyma.01G026000	Glyma.16G071000	0.281948	2.31826	0.121621	2.2802e-58
Glyma.01G026100	Glyma.05G040900	0.0372912	3.18332	0.0117145	0
Glyma.01G026200	Glyma.17G247400	0.375177	2.50708	0.149647	2.60147e-51
Glyma.01G026400	Glyma.05G040800	0.338479	2.30485	0.146855	7.64325e-61
Glyma.01G026500	Glyma.11G176600	0.358004	0.651135	0.549815	0.00340146
Glyma.01G026700	Glyma.16G013900	0.445746	4.29652	0.103746	1.18194e-77
Glyma.01G026800	Glyma.18G107000	0.207415	4.03536	0.0513994	3.6586e-89
Glyma.01G027000	Glyma.09G284700	0.662894	4.12997	0.160508	7.49058e-23
Glyma.01G027100	Glyma.08G200800	0.544997	4.44738	0.122543	7.55318e-58
Glyma.01G027300	Glyma.05G111900	0.52238	4.19777	0.124442	1.5251e-51
Glyma.01G027400	Glyma.05G040400	0.417286	4.17187	0.100024	3.74528e-45
Glyma.01G027600	Glyma.11G240100	0.350484	1.85101	0.189347	1.44443e-09
Glyma.01G027700	Glyma.08G136100	0.033629	0.0824062	0.408088	0.0340071
Glyma.01G027800	Glyma.05G039800	0.213201	4.23815	0.0503053	1.73922e-78
Glyma.01G027900	Glyma.08G285400	0.444983	4.25562	0.104564	1.01326e-53
Glyma.01G028000	Glyma.05G005100	0.615416	4.37325	0.140723	2.27029e-36
Glyma.01G028100	Glyma.19G062300	0.500305	4.52413	0.110586	5.56369e-78
Glyma.01G028200	Glyma.08G214400	0.922545	3.82298	0.241315	1.07559e-14
Glyma.01G028300	Glyma.17G010200	0.343238	3.83528	0.0894949	6.0743e-30
Glyma.01G028600	Glyma.18G140800	0.234303	1.18654	0.197468	2.07974e-31
Glyma.01G028700	Glyma.18G278200	0.236054	4.5679	0.0516766	1.31714e-112
Glyma.01G028800	Glyma.18G173200	0.908689	3.12879	0.290429	3.62285e-10
Glyma.01G028900	Glyma.15G267000	0.0428096	0.448873	0.0953712	1.187e-34
Glyma.01G029200	Glyma.15G129800	0.00725191	1.99433	0.00363627	1.69375e-36
Glyma.01G029300	Glyma.06G096500	0.0929167	0.258362	0.359637	0.000310338
Glyma.01G029400	Glyma.04G094900	0.0928703	0.603677	0.153841	3.27948e-05
Glyma.01G029500	Glyma.14G083900	0.714881	3.94104	0.181394	1.75766e-26
Glyma.01G029600	Glyma.09G234100	0.0258474	0.575768	0.044892	6.01494e-39
Glyma.01G029800	Glyma.10G010200	0.0150369	1.91652	0.00784595	1.17458e-55
Glyma.01G030100	Glyma.01G065800	0.210193	0.245716	0.855431	0.462744
Glyma.01G030200	Glyma.18G138700	0.282655	1.1581	0.244067	1.46795e-31
Glyma.01G030400	Glyma.07G242500	0.414228	3.91112	0.10591	2.55841e-39
Glyma.01G030500	Glyma.19G007700	0.251207	2.43411	0.103203	5.49266e-38
Glyma.01G030600	Glyma.02G034900	0.0131662	0.110021	0.11967	0.000215005
Glyma.01G030800	Glyma.02G034800	0.0173904	0.0813292	0.213827	0.00582862
Glyma.01G030900	Glyma.18G138200	0.255612	4.31963	0.0591745	1.06596e-82
Glyma.01G031000	Glyma.02G175100	0.241506	0.325878	0.741092	0.204453
Glyma.01G031100	Glyma.08G237700	0.304395	1.07105	0.284203	0.000274318
Glyma.01G031300	Glyma.15G028800	0.820501	4.48805	0.182819	3.32478e-28
Glyma.01G031600	Glyma.20G084900	0.0976906	0.0996416	0.98042	0.909145
Glyma.01G031800	Glyma.19G010900	0.177486	2.28432	0.0776975	7.45605e-138
Glyma.01G032000	Glyma.19G011000	0.279405	4.39023	0.0636425	1.24422e-71
Glyma.01G032100	Glyma.12G180600	0.806208	4.71402	0.171023	6.70687e-51
Glyma.01G032200	Glyma.13G071600	0.313615	1.63811	0.191449	4.49392e-32
Glyma.01G032600	Glyma.04G041700	0.455965	3.96594	0.11497	1.00299e-38
Glyma.01G032900	Glyma.01G033300	0.103798	0.054926	1.88978	0.00187217
Glyma.01G033000	Glyma.01G033300	0.0691042	0.079359	0.870779	0.533021
Glyma.01G033100	Glyma.04G109000	0.145106	0.629282	0.23059	1.95528e-11
Glyma.01G033200	Glyma.20G020200	0.532807	4.98919	0.106792	9.22988e-109
Glyma.01G033300	Glyma.15G024800	0.594228	4.87276	0.121949	3.90817e-76
Glyma.01G033500	Glyma.02G032600	0.292393	1.33721	0.218659	8.58028e-16
Glyma.01G033600	Glyma.10G173000	0.0747141	0.517293	0.144433	1.26283e-06
Glyma.01G033700	Glyma.02G032500	0.122828	0.421344	0.291514	1.33845e-12
Glyma.01G033800	Glyma.06G123400	0.456973	1.5687	0.291307	4.69954e-15
Glyma.01G033900	Glyma.02G032400	0.117031	0.283894	0.412235	2.27893e-06
Glyma.01G034000	Glyma.09G118300	0.779706	1.29446	0.602341	0.169969
Glyma.01G034100	Glyma.12G211800	0.547106	4.07766	0.134172	2.619e-38
Glyma.01G034300	Glyma.02G031900	0.0248025	0.155587	0.159412	2.58729e-12
Glyma.01G034400	Glyma.02G031800	0.110127	0.209384	0.525958	0.0023864
Glyma.01G034600	Glyma.02G031900	0.119154	0.638059	0.186744	3.24448e-25
Glyma.01G034700	Glyma.02G031400	0.106643	0.228017	0.467698	6.23562e-05
Glyma.01G034800	Glyma.02G031400	0.0317581	0.153665	0.206671	2.95104e-09
Glyma.01G034900	Glyma.02G031100	0.0342053	0.126262	0.270909	4.47731e-07
Glyma.01G035100	Glyma.05G053300	0.534314	3.84894	0.138821	3.64106e-52
Glyma.01G035200	Glyma.02G030900	0.180275	0.785806	0.229414	1.4702e-11
Glyma.01G035400	Glyma.01G065800	0.167242	0.389131	0.429784	1.94364e-12
Glyma.01G035600	Glyma.20G135400	0.572687	4.08713	0.140119	9.37614e-24
Glyma.01G035800	Glyma.01G065800	0.102847	0.333039	0.308815	2.0044e-11
Glyma.01G035900	Glyma.01G065800	0.192246	0.443187	0.433781	1.52137e-06
Glyma.01G036000	Glyma.16G158100	0.444875	4.31572	0.103082	1.67113e-53
Glyma.01G036100	Glyma.02G026200	0.303808	0.427878	0.710036	0.0999657
Glyma.01G036200	Glyma.02G147200	0.941976	4.27182	0.220509	1.81558e-30
Glyma.01G036500	Glyma.10G272200	0.283408	4.15025	0.068287	8.16589e-88
Glyma.01G036600	Glyma.20G117800	0.821364	3.72127	0.220721	3.67595e-52
Glyma.01G036700	Glyma.03G064800	0.633326	3.5734	0.177233	2.97599e-24
Glyma.01G036900	Glyma.02G028700	0.238026	0.581255	0.409503	1.47436e-07
Glyma.01G037000	Glyma.09G065900	0.388129	0.769372	0.504476	0.0103819
Glyma.01G037100	Glyma.01G036900	0.285228	0.643222	0.443437	8.39873e-07
Glyma.01G037200	Glyma.02G027800	0.0344215	0.428873	0.0802603	1.30058e-32
Glyma.01G037300	Glyma.02G289900	0.217101	4.38594	0.0494993	4.55984e-102
Glyma.01G037400	Glyma.13G205700	0.685779	3.99892	0.171491	1.00205e-27
Glyma.01G037800	Glyma.03G227400	0.498315	3.82654	0.130226	6.53875e-25
Glyma.01G037900	Glyma.13G067900	0.308424	4.1516	0.0742905	1.80162e-65
Glyma.01G038000	Glyma.03G261000	0.652129	4.09094	0.159408	4.00636e-29
Glyma.01G038100	Glyma.18G067400	0.853554	4.87377	0.175132	5.41608e-71
Glyma.01G038300	Glyma.18G130400	0.132887	0.506288	0.262474	8.68032e-48
Glyma.01G038800	Glyma.08G113200	0.112977	3.85873	0.0292783	0
Glyma.01G039000	Glyma.16G033900	0.671181	4.90963	0.136707	8.06593e-108
Glyma.01G039200	Glyma.02G025500	0.0578986	0.150653	0.384318	0.000424339
Glyma.01G039300	Glyma.05G229300	0.0411432	0.0693521	0.593251	0.317341
Glyma.01G039500	Glyma.13G066800	0.324549	4.349	0.0746261	4.43585e-66
Glyma.01G039600	Glyma.16G131500	0.590598	4.4955	0.131376	1.01267e-75
Glyma.01G039700	Glyma.07G003600	0.308361	4.66857	0.0660504	1.19919e-114
Glyma.01G039900	Glyma.05G177200	0.571629	3.89508	0.146756	4.27427e-33
Glyma.01G040000	Glyma.02G024800	0.0842017	0.149995	0.561363	0.0301545
Glyma.01G040100	Glyma.02G024600	0.162613	0.153139	1.06187	0.700705
Glyma.01G040200	Glyma.02G024600	0.0878706	0.154606	0.56835	0.0393603
Glyma.01G040600	Glyma.U042300	0.306472	3.89531	0.0786771	2.54007e-48
Glyma.01G040900	Glyma.14G217400	0.554458	4.78504	0.115873	9.64609e-160
Glyma.01G041100	Glyma.02G023100	0.0269068	0.10246	0.262608	0.00724642
Glyma.01G041200	Glyma.02G023000	0.0320383	0.112976	0.283584	0.0115803
Glyma.01G041300	Glyma.01G047300	0.235843	0.690611	0.341499	6.55736e-12
Glyma.01G041400	Glyma.02G022700	0.0253349	0.102008	0.248361	2.58068e-09
Glyma.01G041500	Glyma.18G039800	1.00795	3.7447	0.269168	2.32832e-15
Glyma.01G041600	Glyma.04G209600	0.822954	4.24426	0.193898	5.9237e-21
Glyma.01G041800	Glyma.09G105900	0.0374648	0.0161367	2.32171	0.584117
Glyma.01G041900	Glyma.19G107800	0.0445784	0.0978154	0.45574	0.00472177
Glyma.01G042000	Glyma.14G110400	0.488508	0.811754	0.601794	0.242815
Glyma.01G042100	Glyma.08G296100	0.111314	1.32654	0.0839129	5.48771e-56
Glyma.01G042300	Glyma.16G086400	0.461987	0.464771	0.99401	0.790163
Glyma.01G042400	Glyma.09G240700	0.137592	4.32118	0.0318412	1.96568e-114
Glyma.01G042600	Glyma.02G021400	0.0483534	0.224953	0.214949	6.18366e-09
Glyma.01G042700	Glyma.02G020600	0.0597687	0.164882	0.362495	2.24599e-05
Glyma.01G042800	Glyma.18G283800	0.941287	2.06533	0.455756	3.63367e-06
Glyma.01G042900	Glyma.04G157100	0.0744321	0.150188	0.495593	0.00022751
Glyma.01G043000	Glyma.02G019900	0.0582752	0.0640118	0.910383	0.869006
Glyma.01G043100	Glyma.11G055100	0.0395583	0.233257	0.169591	2.38575e-13
Glyma.01G043200	Glyma.01G113800	0.0563398	0.12283	0.458682	0.0256122
Glyma.01G043300	Glyma.10G111400	0.0653678	0.19152	0.34131	1.68543e-05
Glyma.01G043400	Glyma.17G129600	0.565868	4.26343	0.132726	3.18705e-28
Glyma.01G043500	Glyma.06G206900	0.528914	3.96482	0.133402	7.35241e-42
Glyma.01G043700	Glyma.19G115800	0.524156	4.63119	0.11318	3.04119e-80
Glyma.01G044000	Glyma.15G248300	0.158855	0.638154	0.248928	2.80069e-12
Glyma.01G044200	Glyma.15G041700	0.813282	4.03341	0.201636	2.88127e-18
Glyma.01G044300	Glyma.03G082400	0.83874	4.04538	0.207333	1.68513e-26
Glyma.01G044500	Glyma.19G033400	0.105261	1.04947	0.100299	1.06292e-12
Glyma.01G044600	Glyma.09G239400	0.252421	3.60855	0.0699508	1.48518e-24
Glyma.01G044700	Glyma.12G170400	0.203797	1.01403	0.200978	5.86048e-15
