Duplicate 1	Duplicate 2	Ka	Ks	Ka/Ks	P-Value
Glyma.01G178700	Glyma.02G059400	0.116302	3.75732	0.0309534	0
Glyma.01G178800	Glyma.02G059500	0.188702	0.771287	0.244658	1.19114e-19
Glyma.01G179000	Glyma.02G059700	0.211689	0.88983	0.237898	4.25288e-33
Glyma.01G179800	Glyma.02G059900	0.102197	0.856122	0.119372	7.27196e-40
Glyma.01G179900	Glyma.02G060000	0.123417	1.10719	0.111468	1.28597e-55
Glyma.01G180000	Glyma.02G060200	0.107655	0.903945	0.119095	1.8513e-44
Glyma.01G180100	Glyma.02G060500	0.139216	0.569837	0.244309	1.83369e-59
Glyma.01G180200	Glyma.02G060700	0.147542	0.568384	0.259582	5.79869e-21
Glyma.01G180400	Glyma.02G060800	0.285978	2.30247	0.124205	3.62011e-18
Glyma.01G180500	Glyma.02G060900	0.258727	2.41843	0.106982	1.63966e-20
Glyma.01G180700	Glyma.02G061000	0.0800529	0.559935	0.142968	1.09621e-12
Glyma.01G180800	Glyma.02G061100	0.0446815	1.06626	0.041905	6.47802e-51
Glyma.01G181100	Glyma.02G061400	0.21793	1.36876	0.159218	5.27479e-44
Glyma.01G182000	Glyma.02G062300	0.195205	0.948522	0.205799	5.70474e-51
Glyma.01G182700	Glyma.02G063400	0.551391	3.53792	0.155852	3.45398e-17
Glyma.01G083700	Glyma.02G097700	0.0786606	0.254621	0.308932	3.69893e-13
Glyma.01G084200	Glyma.02G097900	0.049523	0.208608	0.237397	6.50391e-12
Glyma.01G084600	Glyma.02G098000	0.0285568	0.179385	0.159193	1.79209e-16
Glyma.01G084700	Glyma.02G098100	0.0132052	0.117717	0.112178	2.33915e-05
Glyma.01G084800	Glyma.02G098200	0.0438007	0.0976341	0.448621	0.00320724
Glyma.01G086200	Glyma.02G098300	1.0371	2.31551	0.447893	1.85515e-10
Glyma.01G086700	Glyma.02G098800	0.0546844	0.139581	0.391775	0.000141745
Glyma.01G086800	Glyma.02G099100	0.0596461	0.295256	0.202014	2.28983e-13
Glyma.01G086900	Glyma.02G099200	0.0260528	0.161278	0.16154	6.3818e-09
Glyma.01G087000	Glyma.02G099300	0.0120206	0.0929524	0.129319	7.3523e-05
Glyma.01G087500	Glyma.02G099500	0.0351865	0.203443	0.172955	4.59331e-13
Glyma.01G087700	Glyma.02G099800	0.0189748	0.219048	0.086624	3.58146e-32
Glyma.01G087800	Glyma.02G099900	0.0198884	0.373118	0.0533033	2.76002e-28
Glyma.01G087900	Glyma.02G100000	0.00856067	0.153141	0.0559005	2.84492e-26
Glyma.01G088200	Glyma.02G100200	0.0580284	0.235398	0.246512	1.3652e-09
Glyma.01G088300	Glyma.02G100700	0.0442961	0.138208	0.320504	6.90928e-06
Glyma.01G089100	Glyma.02G100900	0.031526	0.07461	0.422544	0.00869443
Glyma.01G089200	Glyma.02G101000	0.0486365	0.171382	0.28379	1.18681e-06
Glyma.01G089300	Glyma.02G101100	0.0148693	0.103511	0.14365	1.81635e-20
Glyma.01G089500	Glyma.02G101200	0.0441924	0.126545	0.349221	2.08437e-07
Glyma.01G089700	Glyma.02G101300	0.0297788	0.111628	0.266768	0.000160472
Glyma.01G089800	Glyma.02G101400	0.0131591	0.0476508	0.276158	0.00693835
Glyma.01G089900	Glyma.02G101500	0.0273918	0.0932597	0.293715	3.98222e-07
Glyma.01G090100	Glyma.02G101800	0.0305869	0.0586331	0.521666	0.00101804
Glyma.01G090200	Glyma.02G101900	0.0400826	0.0704754	0.568745	0.0385016
Glyma.01G023500	Glyma.02G041500	0.0147888	0.0901319	0.164079	4.01385e-06
Glyma.01G023600	Glyma.02G041400	0.023709	0.089308	0.265475	4.40904e-15
Glyma.01G023700	Glyma.02G041300	0.263874	0.90102	0.292862	5.09565e-06
Glyma.01G023800	Glyma.02G041000	0.135824	0.141046	0.962971	0.892808
Glyma.01G023900	Glyma.02G040900	0.0327338	0.101086	0.323823	3.9271e-10
Glyma.01G024000	Glyma.02G040700	0.0166193	0.296028	0.0561409	2.71246e-23
Glyma.01G024600	Glyma.02G040600	0.0577819	0.245611	0.235258	2.17229e-06
Glyma.01G024700	Glyma.02G040500	0.0946548	0.275283	0.343845	9.23267e-06
Glyma.01G024800	Glyma.02G040300	0.147043	0.357109	0.411761	8.63087e-08
Glyma.01G024900	Glyma.02G040200	0.103652	0.260778	0.397472	0.000884018
Glyma.01G025000	Glyma.02G040100	0.0405305	0.377193	0.107453	1.61131e-14
Glyma.01G025200	Glyma.02G039500	0.251531	1.06961	0.235162	3.10127e-28
Glyma.01G025300	Glyma.02G039400	0.0177491	0.164074	0.108177	3.33806e-21
Glyma.01G025400	Glyma.02G039300	0.0642597	0.236186	0.272073	3.88034e-09
Glyma.01G025500	Glyma.02G039200	0.0970051	0.296649	0.327003	5.39809e-05
Glyma.01G025600	Glyma.02G039100	0.0311884	0.293924	0.10611	0.00588516
Glyma.01G025800	Glyma.02G039000	0.0545849	0.207054	0.263627	5.83102e-06
Glyma.01G025900	Glyma.02G038900	0.064374	0.129012	0.498977	0.0230094
Glyma.01G026000	Glyma.02G038800	0.0238597	0.0799966	0.298259	6.20978e-08
Glyma.01G026100	Glyma.02G038700	0.0111434	0.599009	0.018603	3.40554e-22
Glyma.01G026200	Glyma.02G038600	0.0500591	0.153633	0.325835	1.0032e-07
Glyma.01G026300	Glyma.02G038500	0.208702	0.215659	0.967743	0.915057
Glyma.01G026400	Glyma.02G038400	0.0441892	0.176189	0.250806	8.84873e-12
Glyma.01G026500	Glyma.02G038300	0.0419566	0.112393	0.373303	0.000423641
Glyma.01G026600	Glyma.02G038200	0.0515817	0.0765016	0.674257	0.370003
Glyma.01G026700	Glyma.02G038100	0.00852693	0.07272	0.117257	2.80642e-09
Glyma.01G026800	Glyma.02G038000	0.0189266	0.0882013	0.214584	1.34028e-06
Glyma.01G026900	Glyma.02G037900	0.280855	1.3144	0.213676	0.000180772
Glyma.01G027000	Glyma.02G037800	0.0795505	0.282485	0.28161	8.59511e-11
Glyma.01G027300	Glyma.02G037700	0.00423122	0.0912005	0.0463947	2.18317e-13
Glyma.01G027400	Glyma.02G037600	0.0306838	0.125926	0.243665	7.14391e-08
Glyma.01G027500	Glyma.02G037500	0.0185729	0.095255	0.194981	1.49219e-08
Glyma.01G027800	Glyma.02G037400	0.0105932	0.0883845	0.119854	2.27053e-10
Glyma.01G027900	Glyma.02G037300	0.0308328	0.0953724	0.323289	3.49245e-05
Glyma.01G028000	Glyma.02G037200	0.154887	0.275411	0.562384	9.67166e-05
Glyma.01G028100	Glyma.02G037100	0.0192507	0.119084	0.161657	4.7464e-15
Glyma.01G028200	Glyma.02G037000	0.0251769	0.0925732	0.271968	0.000701402
Glyma.01G028300	Glyma.02G036900	0.0267687	0.0984633	0.271865	4.81823e-05
Glyma.01G028500	Glyma.02G036800	0.290558	0.478301	0.607479	0.12603
Glyma.01G028600	Glyma.02G036700	0.0243676	0.073844	0.329987	8.21733e-05
Glyma.01G028700	Glyma.02G036500	0.00597121	0.116377	0.051309	1.57491e-23
Glyma.01G028800	Glyma.02G036400	0.0516754	0.254382	0.203141	5.70391e-12
Glyma.01G028900	Glyma.02G036300	0.00321679	0.0739759	0.0434843	2.8376e-11
Glyma.01G029000	Glyma.02G036200	0.0163517	0.10421	0.156911	1.4406e-06
Glyma.01G029100	Glyma.02G036100	0.0158388	0.10858	0.145872	5.97513e-08
Glyma.01G029200	Glyma.02G036000	NA	1.24082	7.78433e-14	NA
Glyma.01G029400	Glyma.02G035900	0.0880836	0.234079	0.376299	0.0281317
Glyma.01G029500	Glyma.02G035800	0.026979	0.0707189	0.381496	0.00254602
Glyma.01G029800	Glyma.02G035600	0.0023982	0.12474	0.0192255	6.44417e-09
Glyma.01G029900	Glyma.02G035500	0.0571541	0.0856237	0.667503	0.0886768
Glyma.01G030000	Glyma.02G035400	0.0286637	0.117926	0.243066	0.00390661
Glyma.01G030200	Glyma.02G035300	0.0515139	0.130325	0.395273	2.33558e-07
Glyma.01G030300	Glyma.02G035200	0.059397	0.0840349	0.706813	0.259933
Glyma.01G030400	Glyma.02G035100	0.0555378	0.1776	0.312713	0.000549134
Glyma.01G030500	Glyma.02G035000	0.016997	0.0954236	0.178121	4.48507e-06
Glyma.01G030600	Glyma.02G034800	0.0264813	0.18088	0.146402	1.08122e-05
Glyma.01G030900	Glyma.02G034700	0.0260126	0.364852	0.0712963	5.22768e-47
Glyma.01G031200	Glyma.02G034600	0.150289	0.291826	0.514996	0.0360426
Glyma.01G031300	Glyma.02G034500	0.0298702	0.148658	0.200933	4.52925e-14
Glyma.01G031400	Glyma.02G034300	0.0291747	0.101327	0.287926	1.31213e-11
Glyma.01G031500	Glyma.02G034000	0.00739965	0.131027	0.0564742	4.26299e-20
Glyma.01G031700	Glyma.02G033900	0.0119251	0.165784	0.0719315	2.71829e-14
Glyma.01G031800	Glyma.02G033600	0.044818	0.115586	0.387745	1.4731e-07
Glyma.01G031900	Glyma.02G033500	0.0138192	0.0964566	0.143268	7.40413e-17
Glyma.01G032000	Glyma.02G033400	0.03186	0.144017	0.221224	5.41963e-11
Glyma.01G032100	Glyma.02G033300	0.0111734	0.0730017	0.153056	3.2861e-13
Glyma.01G032200	Glyma.02G033200	0.0393233	0.0999534	0.393416	0.0013191
