Duplicate 1	Duplicate 2	Ka	Ks	Ka/Ks	P-Value
Glyma.02G023700	Glyma.02G023800	0.230859	1.31649	0.175359	1.33362e-25
Glyma.02G023800	Glyma.02G023900	0.192576	1.46255	0.131672	1.15792e-24
Glyma.02G023900	Glyma.02G024000	0.119234	0.46005	0.259177	2.48606e-07
Glyma.02G024600	Glyma.02G024700	0.109357	0.192924	0.566842	0.0785249
Glyma.02G024700	Glyma.02G024800	0.0953642	0.185255	0.514772	0.0389386
Glyma.02G025400	Glyma.02G025500	0.0682519	0.146137	0.467041	0.00426486
Glyma.02G027700	Glyma.02G027800	0.355055	3.85792	0.0920329	7.20772e-31
Glyma.02G027800	Glyma.02G027900	0.548585	4.00884	0.136844	9.76797e-22
Glyma.02G028000	Glyma.02G028100	0.0988361	0.102102	0.968018	0.900557
Glyma.02G028100	Glyma.02G028200	0.111117	0.186176	0.59684	0.0209775
Glyma.02G028600	Glyma.02G028700	0.127731	0.171808	0.743454	0.197566
Glyma.02G028700	Glyma.02G028800	0.101841	0.11588	0.878851	0.547948
Glyma.02G029000	Glyma.02G029100	0.155525	0.265844	0.585023	0.0528048
Glyma.02G031200	Glyma.02G031300	0.0862226	0.270767	0.318438	2.61313e-09
Glyma.02G031300	Glyma.02G031400	0.123612	0.482007	0.256454	2.59692e-15
Glyma.02G031400	Glyma.02G031500	0.226574	0.535523	0.423089	6.71006e-07
Glyma.02G031800	Glyma.02G031900	0.168788	0.558021	0.302476	1.38894e-14
Glyma.02G032500	Glyma.02G032600	0.27973	1.76451	0.158531	1.94417e-22
Glyma.02G034800	Glyma.02G034900	0.0277872	0.15797	0.175902	7.00258e-05
Glyma.02G042300	Glyma.02G042400	0.282324	0.538841	0.523947	5.15447e-05
Glyma.02G042700	Glyma.02G042800	0.0666186	0.217973	0.305627	7.76073e-07
Glyma.02G045000	Glyma.02G045100	0.440706	4.38982	0.100393	7.07001e-50
Glyma.02G047900	Glyma.02G048000	0.148724	0.656924	0.226394	9.59482e-06
Glyma.02G049600	Glyma.02G049700	0.0375733	0.129826	0.289413	2.98335e-08
Glyma.02G052700	Glyma.02G052800	0.189679	0.372793	0.508805	0.00454559
Glyma.02G053500	Glyma.02G053600	0.446317	4.25309	0.104939	4.29414e-50
Glyma.02G054900	Glyma.02G055000	0.00744853	0.124171	0.0599858	4.6079e-05
Glyma.02G055800	Glyma.02G055900	0.110186	0.790398	0.139406	2.13322e-07
Glyma.02G056200	Glyma.02G056300	0.193624	1.12178	0.172604	8.93247e-42
Glyma.02G058400	Glyma.02G058500	NA	NA	NA	NA
Glyma.02G063100	Glyma.02G063200	0.0828522	0.258589	0.320401	0.00188554
Glyma.02G063300	Glyma.02G063400	0.147229	0.3975	0.370388	3.02026e-06
Glyma.02G063400	Glyma.02G063500	0.104464	0.297969	0.350589	1.83064e-06
Glyma.02G063500	Glyma.02G063600	0.145942	0.430535	0.338978	8.70485e-08
Glyma.02G063800	Glyma.02G063900	0.136026	0.46635	0.291683	8.70457e-14
Glyma.02G064100	Glyma.02G064200	0.133889	0.335873	0.398628	4.28974e-05
Glyma.02G064200	Glyma.02G064300	0.128658	0.328036	0.392206	4.5715e-05
Glyma.02G064300	Glyma.02G064400	0.0106484	0.150702	0.0706588	6.39004e-08
Glyma.02G066300	Glyma.02G066400	0.185479	0.841098	0.220521	6.52772e-07
Glyma.02G066400	Glyma.02G066500	0.0156688	0.0863925	0.181368	3.24803e-05
Glyma.02G067300	Glyma.02G067400	NA	0.593646	3.74035e-15	NA
Glyma.02G071000	Glyma.02G071100	0.157885	0.453173	0.3484	0.0160634
Glyma.02G073600	Glyma.02G073700	0.00972083	0.0678857	0.143194	2.49592e-05
Glyma.02G075400	Glyma.02G075500	0.00540306	0.0110267	0.489997	0.104639
Glyma.02G078200	Glyma.02G078300	0.211567	0.484326	0.436828	4.04066e-07
Glyma.02G081100	Glyma.02G081200	0.0857161	0.185383	0.462372	0.00206734
Glyma.02G086800	Glyma.02G086900	0.31545	0.665086	0.474299	2.37387e-05
Glyma.02G089400	Glyma.02G089500	0.205768	0.753153	0.273209	1.7094e-05
Glyma.02G089900	Glyma.02G090000	0.305139	1.79241	0.170239	9.00263e-27
Glyma.02G092500	Glyma.02G092600	0.222815	0.406026	0.548771	0.0111465
Glyma.02G102700	Glyma.02G102800	0.296716	1.95229	0.151984	2.69164e-36
Glyma.02G103100	Glyma.02G103200	0.383658	0.45724	0.839074	0.394777
Glyma.02G104300	Glyma.02G104400	0.202733	0.449671	0.450846	9.21219e-07
Glyma.02G104400	Glyma.02G104500	0.144647	0.246112	0.587728	0.00574512
Glyma.02G104500	Glyma.02G104600	0.422955	4.33187	0.0976379	1.17353e-48
Glyma.02G104600	Glyma.02G104700	0.308194	3.18201	0.0968552	3.80541e-37
Glyma.02G104700	Glyma.02G104800	0.102824	0.224887	0.457224	9.3512e-06
Glyma.02G104800	Glyma.02G104900	0.209288	0.942357	0.22209	2.27587e-24
Glyma.02G104900	Glyma.02G105000	0.20985	0.577379	0.363452	8.95233e-13
Glyma.02G105200	Glyma.02G105300	0.241423	0.688861	0.350467	1.40729e-08
Glyma.02G107900	Glyma.02G108000	0.258167	1.38363	0.186586	8.23647e-21
Glyma.02G110000	Glyma.02G110100	0.147893	0.36123	0.409416	1.84293e-06
Glyma.02G113000	Glyma.02G113100	0.141729	0.162275	0.873392	0.609726
Glyma.02G114600	Glyma.02G114700	0.00187544	0.0179685	0.104374	0.00334075
Glyma.02G116300	Glyma.02G116400	0.125171	0.896775	0.139579	1.0694e-29
Glyma.02G117600	Glyma.02G117700	0.254289	0.308525	0.824209	0.253147
Glyma.02G124900	Glyma.02G125000	0.247038	0.829564	0.297793	3.24332e-08
Glyma.02G125000	Glyma.02G125100	0.221598	0.76078	0.291278	1.22745e-08
Glyma.02G125700	Glyma.02G125800	0.242196	0.488136	0.496165	0.00626103
Glyma.02G129900	Glyma.02G130000	0.111574	0.326633	0.341588	9.65186e-08
Glyma.02G133800	Glyma.02G133900	0.198376	0.548032	0.361979	5.28943e-09
Glyma.02G133900	Glyma.02G134000	0.256329	1.94375	0.131874	2.07381e-22
Glyma.02G134000	Glyma.02G134100	0.486277	2.1011	0.231439	4.72142e-20
Glyma.02G135100	Glyma.02G135200	0.137158	0.225445	0.608388	0.0164211
Glyma.02G136000	Glyma.02G136100	0.0844638	0.257241	0.328345	3.00045e-08
Glyma.02G136100	Glyma.02G136200	0.09378	0.36821	0.254692	3.38719e-13
Glyma.02G136200	Glyma.02G136300	0.0644171	0.196542	0.327752	2.09745e-06
Glyma.02G139200	Glyma.02G139300	0.212949	0.467081	0.455916	2.67796e-06
Glyma.02G139300	Glyma.02G139400	0.236895	0.441368	0.53673	0.0262695
Glyma.02G142100	Glyma.02G142200	0.301877	0.725254	0.416236	5.27566e-11
Glyma.02G148300	Glyma.02G148400	0.144631	0.447508	0.323192	1.45472e-08
Glyma.02G153600	Glyma.02G153700	0.0343672	0.149995	0.229122	1.52311e-07
Glyma.02G154300	Glyma.02G154400	0.522167	3.76052	0.138855	1.05914e-20
Glyma.02G155000	Glyma.02G155100	0.0640671	0.347094	0.184581	4.4974e-46
Glyma.02G155700	Glyma.02G155800	0.135118	0.600458	0.225025	1.4115e-21
Glyma.02G156000	Glyma.02G156100	0.0353843	0.220886	0.160192	1.25019e-17
Glyma.02G167400	Glyma.02G167500	0.248605	0.937769	0.265103	0.000170382
Glyma.02G180800	Glyma.02G180900	0.0933276	0.148921	0.626692	0.0867429
Glyma.02G195300	Glyma.02G195400	0.169556	3.91341	0.043327	1.07976e-84
Glyma.02G199000	Glyma.02G199100	0.112665	0.214115	0.526186	0.0141065
Glyma.02G200900	Glyma.02G201000	0.109495	0.951374	0.115092	3.01859e-22
Glyma.02G201000	Glyma.02G201100	0.0622523	0.419488	0.148401	2.0744e-14
Glyma.02G201100	Glyma.02G201200	0.052099	0.377113	0.138152	8.2989e-14
Glyma.02G202000	Glyma.02G202100	0.349929	2.46266	0.142094	3.29391e-32
Glyma.02G210000	Glyma.02G210100	0.150601	0.162246	0.928224	0.779629
Glyma.02G210600	Glyma.02G210700	0.427175	4.14568	0.103041	9.46578e-41
Glyma.02G210800	Glyma.02G210900	0.36429	0.669874	0.543819	0.216387
Glyma.02G222000	Glyma.02G222100	0.174094	0.673883	0.258345	6.27132e-18
Glyma.02G225800	Glyma.02G225900	0.207735	0.785147	0.264581	9.36048e-05
Glyma.02G225900	Glyma.02G226000	0.237334	0.997503	0.237928	8.64129e-05
Glyma.02G230900	Glyma.02G231000	0.253082	0.986285	0.256601	4.1826e-23
Glyma.02G231900	Glyma.02G232000	0.357937	0.652596	0.548482	4.94593e-06
Glyma.02G232200	Glyma.02G232300	0.196469	0.552422	0.35565	4.71165e-05
Glyma.02G232300	Glyma.02G232400	0.258532	0.759498	0.340399	6.92866e-06
Glyma.02G233500	Glyma.02G233600	0.281405	2.17879	0.129156	2.99715e-53
Glyma.02G233900	Glyma.02G234000	0.169139	0.977289	0.173069	2.30386e-24
Glyma.02G239300	Glyma.02G239400	0.219551	2.6013	0.0844006	2.18941e-61
Glyma.02G239400	Glyma.02G239500	0.0747864	0.528041	0.14163	2.30704e-33
Glyma.02G243900	Glyma.02G244000	0.0814196	0.361229	0.225396	2.80866e-10
Glyma.02G245000	Glyma.02G245100	0.00271808	0.00640042	0.424673	0.420545
Glyma.02G247900	Glyma.02G248000	0.308782	1.19026	0.259423	3.07451e-08
Glyma.02G248000	Glyma.02G248100	0.130919	0.468638	0.279362	0.000140619
Glyma.02G252200	Glyma.02G252300	0.161498	0.543538	0.297123	6.15792e-08
Glyma.02G255500	Glyma.02G255600	0.413808	3.54325	0.116788	1.6267e-26
Glyma.02G258800	Glyma.02G258900	0.00655525	NA	NA	NA
Glyma.02G260200	Glyma.02G260300	0.763422	1.30533	0.584849	0.108263
Glyma.02G262200	Glyma.02G262300	0.147316	0.479699	0.307101	9.32775e-08
Glyma.02G262600	Glyma.02G262700	0.0256518	0.0244281	1.05009	0.973018
Glyma.02G262800	Glyma.02G262900	NA	NA	NA	NA
Glyma.02G262900	Glyma.02G263000	NA	NA	NA	NA
Glyma.02G263000	Glyma.02G263100	0.00507933	NA	NA	NA
Glyma.02G264300	Glyma.02G264400	0.158321	0.513223	0.308484	2.73907e-13
Glyma.02G265100	Glyma.02G265200	0.0550713	0.0544853	1.01075	0.971501
Glyma.02G265200	Glyma.02G265300	0.109327	0.0911521	1.19939	0.796291
Glyma.02G266600	Glyma.02G266700	0.348693	2.75427	0.126601	7.76041e-28
Glyma.02G267600	Glyma.02G267700	0.278554	0.550671	0.505845	0.00547064
Glyma.02G269100	Glyma.02G269200	0.308885	1.12577	0.274378	2.63755e-11
Glyma.02G270700	Glyma.02G270800	0.255261	1.64399	0.15527	2.75821e-46
Glyma.02G270900	Glyma.02G271000	0.226308	0.953109	0.237442	1.50994e-13
Glyma.02G272200	Glyma.02G272300	0.0953232	0.176942	0.538726	0.00322528
Glyma.02G272300	Glyma.02G272400	0.162513	0.531521	0.305751	8.29239e-13
Glyma.02G272500	Glyma.02G272600	0.573824	1.49817	0.383016	1.43425e-05
Glyma.02G274000	Glyma.02G274100	0.0671847	0.208923	0.321577	2.70646e-07
Glyma.02G275100	Glyma.02G275200	0.135278	0.287017	0.471323	0.0120073
Glyma.02G281400	Glyma.02G281500	0.153795	0.0805029	1.91043	0.0839377
Glyma.02G283800	Glyma.02G283900	0.158551	0.254675	0.62256	0.108179
Glyma.02G284000	Glyma.02G284100	0.199391	0.106453	1.87305	0.141293
Glyma.02G284100	Glyma.02G284200	0.236533	0.421915	0.560618	2.46637e-12
Glyma.02G289100	Glyma.02G289200	0.328246	0.519411	0.631959	0.0230814
Glyma.02G290300	Glyma.02G290400	0.412954	0.938383	0.44007	9.29889e-07
Glyma.02G298300	Glyma.02G298400	0.0461545	0.107149	0.43075	6.69855e-09
Glyma.02G298400	Glyma.02G298500	0.0163884	0.0534369	0.306688	1.20861e-08
Glyma.02G298700	Glyma.02G298800	0.132949	0.219652	0.60527	0.00880482
Glyma.02G299200	Glyma.02G299300	0.324347	1.67096	0.194109	1.43303e-20
Glyma.03G001500	Glyma.03G001600	0.286071	1.7224	0.166089	1.10817e-14
Glyma.03G002900	Glyma.03G003000	0.12705	0.429642	0.295713	6.29902e-25
Glyma.03G003000	Glyma.03G003100	0.129728	0.32581	0.398172	2.41469e-14
Glyma.03G003900	Glyma.03G004000	0.113139	0.478069	0.236658	2.00998e-19
Glyma.03G005200	Glyma.03G005300	0.0428214	0.173218	0.247211	3.21799e-10
Glyma.03G005300	Glyma.03G005400	0.0576206	0.157995	0.364699	4.67163e-07
Glyma.03G005500	Glyma.03G005600	0.0895825	0.297782	0.300832	1.3542e-11
Glyma.03G007000	Glyma.03G007100	0.0683188	0.102922	0.663791	0.116098
Glyma.03G007700	Glyma.03G007800	0.274483	1.71313	0.160222	8.96543e-34
Glyma.03G009900	Glyma.03G010000	0.140985	0.36068	0.390887	3.678e-05
Glyma.03G010500	Glyma.03G010600	0.00472855	0.00727232	0.650212	0.558943
Glyma.03G011700	Glyma.03G011800	0.361808	0.870612	0.415578	0.0352162
Glyma.03G012800	Glyma.03G012900	0.120482	0.308253	0.390855	6.49227e-09
Glyma.03G014300	Glyma.03G014400	0.308466	2.14343	0.143912	7.19113e-32
Glyma.03G016300	Glyma.03G016400	0.179552	0.821155	0.218658	2.68675e-10
Glyma.03G018200	Glyma.03G018300	0.00240153	NA	NA	NA
Glyma.03G021500	Glyma.03G021600	0.313838	2.73301	0.114833	6.28688e-15
Glyma.03G022000	Glyma.03G022100	0.0219515	0.0389307	0.56386	0.055824
Glyma.03G023000	Glyma.03G023100	0.351998	3.43291	0.102537	4.85658e-25
Glyma.03G024200	Glyma.03G024300	NA	0.00455113	0	NA
Glyma.03G024300	Glyma.03G024400	NA	NA	NA	NA
Glyma.03G024800	Glyma.03G024900	0.0468533	0.0389019	1.2044	0.814527
Glyma.03G024900	Glyma.03G025000	NA	NA	NA	NA
Glyma.03G025700	Glyma.03G025800	0.228218	0.317674	0.718403	0.602082
Glyma.03G025800	Glyma.03G025900	0.13209	0.174449	0.757183	0.496801
Glyma.03G026300	Glyma.03G026400	0.0565289	0.0399237	1.41592	0.50533
Glyma.03G028500	Glyma.03G028600	0.0572677	0.142472	0.401959	0.00343465
Glyma.03G029000	Glyma.03G029100	0.0651404	0.61398	0.106095	1.16406e-43
Glyma.03G029100	Glyma.03G029200	0.0633529	0.593368	0.106768	1.11783e-43
Glyma.03G030300	Glyma.03G030400	0.143729	0.496373	0.289558	1.058e-16
Glyma.03G030800	Glyma.03G030900	0.0694407	0.19879	0.349316	3.24796e-08
Glyma.03G032500	Glyma.03G032600	0.0442406	0.02687	1.64647	0.517692
Glyma.03G032600	Glyma.03G032700	0.0587941	0.172228	0.341374	0.00649476
Glyma.03G032700	Glyma.03G032800	0.039983	0.089905	0.444725	0.000677281
Glyma.03G033300	Glyma.03G033400	0.364674	0.721879	0.505173	0.00231255
Glyma.03G034400	Glyma.03G034500	0.104724	0.13775	0.760247	0.03825
Glyma.03G034800	Glyma.03G034900	0.0545527	0.0561194	0.972082	0.794603
Glyma.03G037000	Glyma.03G037100	0.0416423	0.0689751	0.60373	0.00323605
Glyma.03G037300	Glyma.03G037400	0.0554046	0.0653907	0.847286	0.305032
Glyma.03G037800	Glyma.03G037900	0.160517	0.397329	0.403991	1.28871e-06
Glyma.03G038100	Glyma.03G038200	0.00424676	0.0508333	0.0835428	1.5179e-05
Glyma.03G038200	Glyma.03G038300	0.00630013	0.0339414	0.185618	0.00385376
Glyma.03G038500	Glyma.03G038600	0.0798082	0.273138	0.29219	3.49166e-09
Glyma.03G038600	Glyma.03G038700	0.158313	0.44801	0.353368	4.29712e-09
Glyma.03G039000	Glyma.03G039100	0.10217	0.124791	0.81873	0.501863
Glyma.03G039600	Glyma.03G039700	0.154097	0.340117	0.45307	0.00114275
Glyma.03G039700	Glyma.03G039800	0.285795	0.681828	0.41916	8.51222e-08
Glyma.03G040300	Glyma.03G040400	0.266043	0.730294	0.364295	8.06835e-05
Glyma.03G040900	Glyma.03G041000	0.400844	0.871447	0.459976	0.000460041
Glyma.03G042100	Glyma.03G042200	0.0605433	0.0885202	0.683948	0.384295
Glyma.03G042400	Glyma.03G042500	0.158182	0.344652	0.458962	0.00182826
Glyma.03G043500	Glyma.03G043600	0.0393952	0.0442112	0.891068	0.541514
Glyma.03G044400	Glyma.03G044500	0.0883294	0.0173693	5.08537	0.0192671
Glyma.03G048500	Glyma.03G048600	0.412866	0.777964	0.530701	0.090538
Glyma.03G048700	Glyma.03G048800	0.0050699	0.0189242	0.267906	0.199486
Glyma.03G052900	Glyma.03G053000	0.148005	0.242497	0.610338	0.0134583
Glyma.03G054900	Glyma.03G055000	0.0837656	0.109759	0.763175	0.191957
Glyma.03G056100	Glyma.03G056200	0.127908	0.464838	0.275166	9.9669e-16
Glyma.03G059600	Glyma.03G059700	0.115662	0.191396	0.604305	0.0663127
Glyma.03G066600	Glyma.03G066700	0.166271	1.7366	0.095745	7.799e-47
Glyma.03G066700	Glyma.03G066800	0.0764117	0.187336	0.407885	8.58413e-05
Glyma.03G071800	Glyma.03G071900	0.00100192	0.00864932	0.115838	0.0867708
Glyma.03G086100	Glyma.03G086200	0.496653	3.38295	0.146811	7.19849e-19
Glyma.03G087000	Glyma.03G087100	0.0141419	NA	NA	NA
Glyma.03G087600	Glyma.03G087700	0.0831042	0.147216	0.564505	0.0455151
Glyma.03G088000	Glyma.03G088100	0.220467	0.31217	0.706239	0.00244572
Glyma.03G090200	Glyma.03G090300	0.269744	0.859451	0.313856	2.3856e-17
Glyma.03G090500	Glyma.03G090600	0.298317	0.978666	0.30482	9.86467e-19
Glyma.03G095700	Glyma.03G095800	0.0922711	0.110154	0.837659	0.550917
Glyma.03G096000	Glyma.03G096100	0.0541226	0.0687046	0.787758	0.346189
Glyma.03G096300	Glyma.03G096400	0.0576703	0.391372	0.147354	4.69011e-31
Glyma.03G098300	Glyma.03G098400	0.242921	0.256905	0.945568	0.897299
Glyma.03G098500	Glyma.03G098600	0.188138	0.662044	0.284178	6.28993e-06
Glyma.03G098800	Glyma.03G098900	0.0929634	0.421532	0.220537	2.42427e-15
Glyma.03G098900	Glyma.03G099000	0.256641	1.60681	0.159721	1.45993e-30
Glyma.03G101200	Glyma.03G101300	0.0686157	0.163959	0.418493	0.00335233
Glyma.03G101700	Glyma.03G101800	0.25942	1.71468	0.151293	1.69106e-66
Glyma.03G104200	Glyma.03G104300	0.328637	1.82701	0.179876	6.94789e-22
Glyma.03G104700	Glyma.03G104800	0.137336	0.409758	0.335164	1.92348e-12
Glyma.03G107500	Glyma.03G107600	0.10005	0.330525	0.302699	1.74881e-10
Glyma.03G111700	Glyma.03G111800	0.261711	0.427431	0.612289	0.0277029
Glyma.03G112000	Glyma.03G112100	0.369528	1.24131	0.297692	1.4656e-07
Glyma.03G112600	Glyma.03G112700	0.412465	1.40101	0.294406	4.9394e-06
Glyma.03G112700	Glyma.03G112800	0.380705	2.02495	0.188007	5.48561e-13
Glyma.03G114700	Glyma.03G114800	0.202381	0.890796	0.227191	4.36616e-18
Glyma.03G114900	Glyma.03G115000	0.318886	0.622069	0.512622	0.0195435
Glyma.03G119700	Glyma.03G119800	0.323687	4.1258	0.0784543	1.47844e-52
Glyma.03G120000	Glyma.03G120100	0.243761	0.843686	0.288924	7.4341e-25
Glyma.03G120800	Glyma.03G120900	0.0571357	0.339879	0.168106	2.57724e-11
